tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2023-580,Australian Open,Hard,128,G,20230116,190,200670,,,J J Wolf,R,183,USA,24,106043,23,,Diego Schwartzman,R,170,ARG,30.4,6-1 6-4 6-4,5,R64,103,16,1,72,52,44,12,14,0,0,2,1,70,52,31,12,13,1,5,67,758,26,1550
2023-580,Australian Open,Hard,128,G,20230116,191,111581,,LL,Michael Mmoh,R,188,USA,25,100644,12,,Alexander Zverev,R,198,GER,25.7,6-7(1) 6-4 6-3 6-2,5,R64,206,13,7,135,84,55,27,20,7,10,13,12,125,83,59,11,19,6,14,107,523,13,2560
2023-580,Australian Open,Hard,128,G,20230116,192,104918,,,Andy Murray,R,191,GBR,35.6,106423,,,Thanasi Kokkinakis,R,193,AUS,26.7,4-6 6-7(4) 7-6(5) 6-3 7-5,5,R64,345,10,3,183,120,86,33,28,10,14,37,5,205,143,101,27,27,17,22,66,770,159,362
2023-580,Australian Open,Hard,128,G,20230116,193,105138,24,,Roberto Bautista Agut,R,183,ESP,34.7,200587,,Q,Brandon Holt,R,185,USA,24.7,4-6 2-6 6-3 6-2 6-2,5,R64,176,10,2,133,95,64,23,22,4,8,16,1,150,107,73,15,21,13,19,25,1675,215,255
2023-580,Australian Open,Hard,128,G,20230116,194,126205,,,Tommy Paul,R,185,USA,25.6,200221,30,,Alejandro Davidovich Fokina,R,183,ESP,23.6,6-2 2-6 6-7(4) 6-3 6-4,5,R64,230,18,2,158,109,79,21,24,5,10,6,3,170,116,74,25,23,7,14,35,1160,32,1325
2023-580,Australian Open,Hard,128,G,20230116,195,202385,,,Jenson Brooksby,R,188,USA,22.2,134770,2,,Casper Ruud,R,183,NOR,24,6-3 7-5 6-7(4) 6-2,5,R64,235,2,2,143,81,51,36,21,8,12,5,4,133,83,52,19,20,4,13,39,1010,3,5720
2023-580,Australian Open,Hard,128,G,20230116,196,106415,31,,Yoshihito Nishioka,L,170,JPN,27.3,111456,,,Mackenzie Mcdonald,R,178,USA,27.7,7-6(6) 6-3 6-2,5,R32,145,3,4,95,60,43,18,15,4,6,7,6,115,70,46,16,14,10,16,33,1212,65,775
2023-580,Australian Open,Hard,128,G,20230116,197,111575,18,,Karen Khachanov,R,198,RUS,26.6,126207,16,,Frances Tiafoe,R,188,USA,24.9,6-3 6-4 3-6 7-6(9),5,R32,212,20,4,157,100,70,31,20,11,14,15,5,138,77,56,31,20,6,10,20,1885,17,2260
2023-580,Australian Open,Hard,128,G,20230116,198,128034,10,,Hubert Hurkacz,R,196,POL,25.9,133430,20,,Denis Shapovalov,L,185,CAN,23.7,7-6(3) 6-4 1-6 4-6 6-3,5,R32,217,16,6,158,104,80,17,24,12,19,20,16,168,92,65,34,24,10,16,11,2860,22,1830
2023-580,Australian Open,Hard,128,G,20230116,199,200624,29,,Sebastian Korda,R,196,USA,22.5,106421,7,,Daniil Medvedev,R,198,RUS,26.9,7-6(7) 6-3 7-6(4),5,R32,179,3,5,118,74,53,19,17,2,6,9,3,122,78,52,19,16,5,10,31,1325,8,3860
2023-580,Australian Open,Hard,128,G,20230116,200,126774,3,,Stefanos Tsitsipas,R,193,GRE,24.4,134868,,,Tallon Griekspoor,R,188,NED,26.5,6-2 7-6(5) 6-3,5,R32,126,7,5,84,54,44,20,15,1,1,6,2,97,62,41,18,14,4,7,4,5715,63,789
2023-580,Australian Open,Hard,128,G,20230116,201,206173,15,,Jannik Sinner,R,191,ITA,21.4,105916,,,Marton Fucsovics,R,188,HUN,30.9,4-6 4-6 6-1 6-2 6-0,5,R32,213,6,5,135,80,57,25,21,7,12,3,4,118,85,45,14,20,4,14,16,2375,78,687
2023-580,Australian Open,Hard,128,G,20230116,202,208103,,,Jiri Lehecka,R,185,CZE,21.1,111815,11,,Cameron Norrie,L,188,GBR,27.4,6-7(8) 6-3 3-6 6-1 6-4,5,R32,192,8,2,137,84,63,33,24,7,10,5,7,143,86,58,30,23,5,11,71,717,12,2680
2023-580,Australian Open,Hard,128,G,20230116,203,200000,6,,Felix Auger Aliassime,R,193,CAN,22.4,202103,28,,Francisco Cerundolo,R,185,ARG,24.4,6-1 3-6 6-1 6-4,5,R32,155,9,5,93,60,51,15,17,4,6,3,3,107,72,43,15,16,14,20,7,3895,29,1383
2023-580,Australian Open,Hard,128,G,20230116,204,126094,5,,Andrey Rublev,R,188,RUS,25.2,105554,25,,Daniel Evans,R,175,GBR,32.6,6-4 6-2 6-3,5,R32,129,10,1,81,51,41,20,14,4,4,3,3,97,67,43,13,13,11,15,6,3930,30,1380
2023-580,Australian Open,Hard,128,G,20230116,205,208029,9,,Holger Rune,R,188,DEN,19.7,200005,,,Ugo Humbert,L,188,FRA,24.5,6-4 6-2 7-6(5),5,R32,129,5,2,91,61,50,15,15,2,3,9,2,91,60,40,16,15,3,7,10,2876,106,523
2023-580,Australian Open,Hard,128,G,20230116,206,200282,22,,Alex De Minaur,R,183,AUS,23.9,126127,,,Benjamin Bonzi,R,183,FRA,26.6,7-6(0) 6-2 6-1,5,R32,128,8,4,74,39,31,20,14,3,6,6,2,111,70,37,17,13,15,22,24,1710,48,911
2023-580,Australian Open,Hard,128,G,20230116,207,104925,4,,Novak Djokovic,R,188,SRB,35.6,105777,27,,Grigor Dimitrov,R,191,BUL,31.6,7-6(7) 6-3 6-4,5,R32,187,11,2,112,81,60,13,16,5,8,15,4,116,69,47,19,15,7,12,5,5070,28,1395
2023-580,Australian Open,Hard,128,G,20230116,208,210097,,,Ben Shelton,L,193,USA,20.2,200615,,WC,Alexei Popyrin,R,196,AUS,23.4,6-3 7-6(4) 6-4,5,R32,120,12,3,92,60,52,21,16,4,4,14,1,92,70,51,11,15,6,8,89,604,113,506
2023-580,Australian Open,Hard,128,G,20230116,209,200670,,,J J Wolf,R,183,USA,24,111581,,LL,Michael Mmoh,R,188,USA,25,6-4 6-1 6-2,5,R32,123,10,3,82,48,36,21,13,4,5,6,3,67,40,22,13,12,2,8,67,758,107,523
2023-580,Australian Open,Hard,128,G,20230116,210,105138,24,,Roberto Bautista Agut,R,183,ESP,34.7,104918,,,Andy Murray,R,191,GBR,35.6,6-1 6-7(7) 6-3 6-4,5,R32,209,5,1,108,80,63,19,19,0,2,7,5,137,82,50,27,19,8,14,25,1675,66,770
2023-580,Australian Open,Hard,128,G,20230116,211,126205,,,Tommy Paul,R,185,USA,25.6,202385,,,Jenson Brooksby,R,188,USA,22.2,6-1 6-4 6-3,5,R32,128,7,2,78,46,37,19,13,4,4,2,4,98,61,37,16,13,9,14,35,1160,39,1010
2023-580,Australian Open,Hard,128,G,20230116,212,111575,18,,Karen Khachanov,R,198,RUS,26.6,106415,31,,Yoshihito Nishioka,L,170,JPN,27.3,6-0 6-0 7-6(4),5,R16,118,15,2,78,46,43,14,12,3,4,1,3,70,42,18,14,12,3,10,20,1885,33,1212
2023-580,Australian Open,Hard,128,G,20230116,213,200624,29,,Sebastian Korda,R,196,USA,22.5,128034,10,,Hubert Hurkacz,R,196,POL,25.9,3-6 6-3 6-2 1-6 7-6(7),5,R16,208,8,5,149,87,65,33,23,7,10,19,3,141,88,66,27,22,6,9,31,1325,11,2860
2023-580,Australian Open,Hard,128,G,20230116,214,126774,3,,Stefanos Tsitsipas,R,193,GRE,24.4,206173,15,,Jannik Sinner,R,191,ITA,21.4,6-4 6-4 3-6 4-6 6-3,5,R16,240,12,3,169,121,81,26,24,22,26,11,3,136,92,66,23,24,6,11,4,5715,16,2375
2023-580,Australian Open,Hard,128,G,20230116,215,208103,,,Jiri Lehecka,R,185,CZE,21.1,200000,6,,Felix Auger Aliassime,R,193,CAN,22.4,4-6 6-3 7-6(2) 7-6(3),5,R16,193,9,3,125,86,71,25,22,2,3,20,7,130,84,69,22,21,3,4,71,717,7,3895
2023-580,Australian Open,Hard,128,G,20230116,216,126094,5,,Andrey Rublev,R,188,RUS,25.2,208029,9,,Holger Rune,R,188,DEN,19.7,6-3 3-6 6-3 4-6 7-6(9),5,R16,217,22,4,162,105,77,27,25,12,17,8,12,164,92,63,37,24,8,13,6,3930,10,2876
2023-580,Australian Open,Hard,128,G,20230116,217,104925,4,,Novak Djokovic,R,188,SRB,35.6,200282,22,,Alex De Minaur,R,183,AUS,23.9,6-2 6-1 6-2,5,R16,126,4,3,68,44,33,16,12,0,0,3,2,82,50,26,14,11,6,12,5,5070,24,1710
2023-580,Australian Open,Hard,128,G,20230116,218,210097,,,Ben Shelton,L,193,USA,20.2,200670,,,J J Wolf,R,183,USA,24,6-7(5) 6-2 6-7(4) 7-6(4) 6-2,5,R16,227,23,1,158,107,88,35,26,2,2,19,2,162,105,84,30,26,5,9,89,604,67,758
2023-580,Australian Open,Hard,128,G,20230116,219,126205,,,Tommy Paul,R,185,USA,25.6,105138,24,,Roberto Bautista Agut,R,183,ESP,34.7,6-2 4-6 6-2 7-5,5,R16,199,11,1,126,76,54,28,19,8,10,2,3,127,83,51,23,19,9,15,35,1160,25,1675
2023-580,Australian Open,Hard,128,G,20230116,220,111575,18,,Karen Khachanov,R,198,RUS,26.6,200624,29,,Sebastian Korda,R,196,USA,22.5,7-6(5) 6-3 3-0 RET,5,QF,110,12,0,75,50,40,13,12,2,3,4,2,76,49,30,13,12,6,10,20,1885,31,1325
2023-580,Australian Open,Hard,128,G,20230116,221,126774,3,,Stefanos Tsitsipas,R,193,GRE,24.4,208103,,,Jiri Lehecka,R,185,CZE,21.1,6-3 7-6(2) 6-4,5,QF,137,9,2,100,66,53,22,16,8,8,7,4,97,62,49,15,15,4,6,4,5715,71,717
2023-580,Australian Open,Hard,128,G,20230116,222,104925,4,,Novak Djokovic,R,188,SRB,35.6,126094,5,,Andrey Rublev,R,188,RUS,25.2,6-1 6-2 6-4,5,QF,123,14,5,88,56,45,16,13,5,5,6,3,92,64,39,9,12,9,14,5,5070,6,3930
2023-580,Australian Open,Hard,128,G,20230116,223,126205,,,Tommy Paul,R,185,USA,25.6,210097,,,Ben Shelton,L,193,USA,20.2,7-6(6) 6-3 5-7 6-4,5,QF,186,7,3,117,77,66,27,22,2,4,24,6,162,94,71,32,21,12,15,35,1160,89,604
2023-580,Australian Open,Hard,128,G,20230116,224,126774,3,,Stefanos Tsitsipas,R,193,GRE,24.4,111575,18,,Karen Khachanov,R,198,RUS,26.6,7-6(2) 6-4 6-7(6) 6-3,5,SF,201,18,5,129,82,69,25,22,1,4,10,1,139,94,62,26,21,7,12,4,5715,20,1885
2023-580,Australian Open,Hard,128,G,20230116,225,104925,4,,Novak Djokovic,R,188,SRB,35.6,126205,,,Tommy Paul,R,185,USA,25.6,7-5 6-1 6-2,5,SF,140,12,5,91,53,40,21,14,7,9,4,0,77,45,24,14,13,4,11,5,5070,35,1160
2023-580,Australian Open,Hard,128,G,20230116,226,104925,4,,Novak Djokovic,R,188,SRB,35.6,126774,3,,Stefanos Tsitsipas,R,193,GRE,24.4,6-3 7-6(4) 7-6(5),5,F,176,7,3,100,66,54,21,17,2,3,15,3,106,69,50,19,16,3,5,5,5070,4,5715
2023-520,Roland Garros,Clay,128,G,20230529,100,207989,1,,Carlos Alcaraz,R,183,ESP,20,207925,,Q,Flavio Cobolli,R,183,ITA,21,6-0 6-2 7-5,5,R128,118,3,2,74,45,31,21,13,3,4,1,4,86,60,28,14,13,11,18,1,6815,159,378
2023-520,Roland Garros,Clay,128,G,20230529,101,106121,,,Taro Daniel,R,191,JPN,30.3,106331,,,Christopher Oconnell,R,183,AUS,28.9,6-0 6-2 6-4,5,R128,109,5,1,70,42,31,20,12,3,4,1,4,65,38,16,13,12,3,10,112,566,77,737
2023-520,Roland Garros,Clay,128,G,20230529,102,208286,,,Matteo Arnaldi,R,185,ITA,22.2,123755,,,Daniel Elahi Galan,R,191,COL,26.9,2-6 6-3 6-0 6-2,5,R128,139,7,1,101,56,41,23,16,10,13,2,3,90,51,32,14,15,4,11,106,592,91,671
2023-520,Roland Garros,Clay,128,G,20230529,103,133430,26,,Denis Shapovalov,L,185,CAN,24.1,206909,,,Brandon Nakashima,R,188,USA,21.8,6-4 7-5 4-6 3-6 6-3,5,R128,227,6,15,149,86,64,34,25,8,11,4,5,142,99,73,24,25,7,11,32,1210,45,957
2023-520,Roland Garros,Clay,128,G,20230529,104,207518,17,,Lorenzo Musetti,R,185,ITA,21.2,144707,,,Mikael Ymer,R,183,SWE,24.7,7-5 6-2 6-4,5,R128,155,5,1,75,43,34,21,15,0,2,1,6,114,73,44,16,15,14,20,18,2040,56,876
2023-520,Roland Garros,Clay,128,G,20230529,105,207686,,,Alexander Shevchenko,R,185,KAZ,22.4,106214,,,Oscar Otte,R,193,GER,29.8,7-5 4-6 6-1 7-6(2),5,R128,179,6,6,137,70,49,32,20,13,19,8,7,162,93,56,29,21,10,19,87,703,120,521
2023-520,Roland Garros,Clay,128,G,20230529,106,106298,,Q,Lucas Pouille,R,185,FRA,29.2,200514,,LL,Jurij Rodionov,L,191,AUT,24,6-2 6-4 6-3,5,R128,117,1,5,93,53,41,23,14,6,6,5,4,86,46,28,20,13,6,10,675,40,134,452
2023-520,Roland Garros,Clay,128,G,20230529,107,111815,14,,Cameron Norrie,L,188,GBR,27.7,105332,,WC,Benoit Paire,R,196,FRA,34,7-5 4-6 3-6 6-1 6-4,5,R128,213,5,3,155,122,77,19,24,13,19,16,9,163,107,70,19,24,15,23,13,2565,149,398
2023-520,Roland Garros,Clay,128,G,20230529,108,104926,,,Fabio Fognini,R,178,ITA,36,200000,10,,Felix Auger Aliassime,R,193,CAN,22.8,6-4 6-4 6-3,5,R128,137,4,5,86,54,39,13,14,5,9,3,8,85,53,30,11,15,1,9,130,468,10,3100
2023-520,Roland Garros,Clay,128,G,20230529,109,106186,,,Jason Kubler,R,178,AUS,30,207680,,LL,Facundo Diaz Acosta,L,183,ARG,22.4,1-6 6-3 6-4 3-6 6-1,5,R128,205,5,5,137,92,60,23,21,7,12,3,5,123,71,48,26,21,6,12,69,777,137,441
2023-520,Roland Garros,Clay,128,G,20230529,110,124116,,Q,Sebastian Ofner,R,191,AUT,27,202195,,,Maxime Cressy,R,201,USA,26,6-4 7-6(6) 6-2,5,R128,139,8,12,108,56,41,30,15,7,9,13,13,104,59,42,16,15,10,15,118,534,44,975
2023-520,Roland Garros,Clay,128,G,20230529,111,200624,24,,Sebastian Korda,R,196,USA,22.8,111456,,,Mackenzie Mcdonald,R,178,USA,28.1,6-4 7-5 6-4,5,R128,157,6,4,110,75,46,18,16,3,7,4,9,125,78,53,14,16,12,19,30,1265,59,845
2023-520,Roland Garros,Clay,128,G,20230529,112,106043,,,Diego Schwartzman,R,170,ARG,30.7,126523,32,,Bernabe Zapata Miralles,R,183,ESP,26.3,1-6 6-7(5) 6-2 6-0 6-4,5,R128,218,2,3,144,106,64,19,21,6,13,3,1,141,97,59,14,22,12,23,95,660,38,1051
2023-520,Roland Garros,Clay,128,G,20230529,113,132686,,,Nuno Borges,R,185,POR,26.2,104545,,,John Isner,R,208,USA,38,6-4 5-7 7-6(3) 4-6 7-6(9),5,R128,239,5,9,167,98,77,43,28,4,8,38,11,181,108,85,34,28,7,10,80,727,90,675
2023-520,Roland Garros,Clay,128,G,20230529,114,106148,,,Roberto Carballes Baena,R,183,ESP,30.1,124013,,Q,Eduardo Nava,R,180,USA,26.2,7-6(5) 6-3 6-2,5,R128,148,0,4,93,62,40,14,15,2,6,4,6,109,63,33,20,14,12,19,57,850,1104,8
2023-520,Roland Garros,Clay,128,G,20230529,115,126774,5,,Stefanos Tsitsipas,R,193,GRE,24.7,106210,,,Jiri Vesely,L,198,CZE,29.8,7-5 6-3 4-6 7-6(7),5,R128,194,12,4,120,86,71,19,22,4,7,11,5,127,77,58,24,21,7,11,5,4775,455,92
2023-520,Roland Garros,Clay,128,G,20230529,116,104925,3,,Novak Djokovic,R,188,SRB,36,206499,,,Aleksandar Kovacevic,R,183,USA,24.7,6-3 6-2 7-6(1),5,R128,147,10,1,81,45,37,23,15,3,5,7,4,104,55,37,20,14,7,12,3,5955,114,545
2023-520,Roland Garros,Clay,128,G,20230529,117,105916,,,Marton Fucsovics,R,188,HUN,31.3,126409,,WC,Hugo Grenier,R,196,FRA,27.1,6-3 5-7 6-1 6-3,5,R128,195,6,5,107,75,61,18,19,3,5,5,4,118,74,42,25,18,6,12,83,720,122,518
2023-520,Roland Garros,Clay,128,G,20230529,118,209414,,,Luca Van Assche,R,178,FRA,19,106065,,,Marco Cecchinato,R,185,ITA,30.6,6-1 6-1 6-3,5,R128,119,1,1,65,38,27,21,11,4,4,3,1,112,72,35,19,12,6,13,82,725,72,742
2023-520,Roland Garros,Clay,128,G,20230529,119,200221,29,,Alejandro Davidovich Fokina,R,183,ESP,23.9,209950,,WC,Arthur Fils,R,185,FRA,18.9,6-1 4-6 6-3 6-3,5,R128,169,1,4,114,80,55,13,17,6,10,5,5,110,60,36,21,18,5,14,34,1115,63,807
2023-520,Roland Garros,Clay,128,G,20230529,120,105138,19,,Roberto Bautista Agut,R,183,ESP,35.1,200059,,,Yibing Wu,R,183,CHN,23.6,7-6(4) 6-1 6-1,5,R128,131,0,2,72,32,26,24,13,3,5,8,3,114,69,40,15,13,13,20,24,1485,54,884
2023-520,Roland Garros,Clay,128,G,20230529,121,122669,,,Juan Pablo Varillas,R,185,PER,27.6,209992,,Q,Juncheng Shang,L,180,CHN,18.3,4-6 2-6 6-2 6-3 6-1,5,R128,202,5,4,116,65,47,30,21,6,10,1,6,147,96,57,24,21,6,13,94,661,200,303
2023-520,Roland Garros,Clay,128,G,20230529,122,134868,,,Tallon Griekspoor,R,188,NED,26.9,124079,,Q,Pedro Martinez,R,185,ESP,26,6-4 2-6 0-6 7-5 6-3,5,R128,218,11,5,132,74,51,29,22,6,13,0,10,157,102,70,24,23,10,16,39,1034,135,448
2023-520,Roland Garros,Clay,128,G,20230529,123,128034,13,,Hubert Hurkacz,R,196,POL,26.2,105676,,,David Goffin,R,180,BEL,32.4,6-3 5-7 6-4 2-6 6-4,5,R128,218,13,5,148,85,64,31,25,8,14,5,6,151,89,62,32,24,10,16,14,2525,111,570
2023-520,Roland Garros,Clay,128,G,20230529,124,111575,11,,Karen Khachanov,R,198,RUS,27,106005,,,Constant Lestienne,R,180,FRA,31,3-6 1-6 6-2 6-1 6-3,5,R128,222,15,2,128,84,55,19,20,5,12,2,6,146,87,45,29,20,14,23,11,2945,70,769
2023-520,Roland Garros,Clay,128,G,20230529,125,105430,,Q,Radu Albot,R,175,MDA,33.5,200516,,WC,Patrick Kypson,R,188,USA,23.5,6-3 6-2 4-6 6-1,5,R128,181,2,7,100,69,47,13,17,4,9,2,1,130,83,41,20,17,16,26,113,564,329,154
2023-520,Roland Garros,Clay,128,G,20230529,126,104527,,,Stan Wawrinka,R,183,SUI,38.1,105077,,,Albert Ramos,L,188,ESP,35.3,7-6(5) 6-4 6-7(2) 1-6 6-4,5,R128,276,14,4,192,108,75,45,26,10,15,7,2,184,118,86,34,25,13,17,89,684,67,782
2023-520,Roland Garros,Clay,128,G,20230529,127,106423,,WC,Thanasi Kokkinakis,R,193,AUS,27.1,105554,20,,Daniel Evans,R,175,GBR,33,6-4 6-4 6-4,5,R128,149,10,4,84,53,42,16,15,2,4,3,7,96,56,40,15,15,8,13,108,587,25,1480
2023-520,Roland Garros,Clay,128,G,20230529,128,132283,,,Lorenzo Sonego,R,191,ITA,28,210097,30,,Ben Shelton,L,193,USA,20.6,6-4 3-6 6-3 6-3,5,R128,173,4,0,98,60,41,22,18,4,8,3,13,117,71,50,17,19,5,12,48,925,36,1095
2023-520,Roland Garros,Clay,128,G,20230529,129,200005,,,Ugo Humbert,L,188,FRA,24.9,105173,,,Adrian Mannarino,L,180,FRA,34.9,6-3 6-3 6-1,5,R128,113,10,1,83,49,40,17,13,5,5,1,5,90,55,33,15,12,14,19,40,1026,47,937
2023-520,Roland Garros,Clay,128,G,20230529,130,144895,,,Corentin Moutet,L,180,FRA,24.1,209070,,WC,Arthur Cazaux,R,183,FRA,20.7,6-1 6-3 4-6 6-4,5,R128,203,5,5,107,67,52,25,18,4,5,2,5,133,74,53,24,18,11,16,61,823,190,321
2023-520,Roland Garros,Clay,128,G,20230529,131,126094,7,,Andrey Rublev,R,188,RUS,25.6,111513,,,Laslo Djere,R,188,SRB,27.9,6-1 3-6 6-3 6-4,5,R128,152,7,1,104,59,44,28,18,5,8,8,6,123,63,40,28,17,7,13,7,4270,60,845
2023-520,Roland Garros,Clay,128,G,20230529,132,208029,6,,Holger Rune,R,188,DEN,20,111153,,,Christopher Eubanks,R,201,USA,27,6-4 3-6 7-6(2) 6-2,5,R128,174,2,9,118,78,59,18,19,2,5,15,6,122,84,59,15,20,3,8,6,4375,74,740
2023-520,Roland Garros,Clay,128,G,20230529,133,104792,,,Gael Monfils,R,193,FRA,36.7,202104,,,Sebastian Baez,R,170,ARG,22.4,3-6 6-3 7-5 1-6 7-5,5,R128,228,6,7,166,108,69,20,24,11,20,1,4,140,101,59,21,25,8,17,394,117,42,990
2023-520,Roland Garros,Clay,128,G,20230529,134,144821,,Q,Genaro Alberto Olivieri,R,175,ARG,24.8,208659,,WC,Giovanni Mpetshi Perricard,R,203,FRA,19.8,7-6(3) 4-6 4-6 7-5 6-1,5,R128,231,1,4,177,129,92,26,26,9,12,12,13,161,89,67,36,25,9,13,231,257,237,245
2023-520,Roland Garros,Clay,128,G,20230529,135,131934,,Q,Andrea Vavassori,R,193,ITA,28,200175,31,,Miomir Kecmanovic,R,183,SRB,23.7,5-7 2-6 7-6(8) 7-6(3) 7-6(9),5,R128,311,15,9,228,128,89,45,28,18,26,4,3,197,119,78,45,28,5,10,148,410,37,1065
2023-520,Roland Garros,Clay,128,G,20230529,136,202103,23,,Francisco Cerundolo,R,185,ARG,24.7,144719,,,Jaume Munar,R,183,ESP,26,6-1 2-6 7-6(5) 6-1,5,R128,165,2,5,108,76,46,17,16,6,11,1,6,111,75,45,13,18,3,12,23,1485,81,725
2023-520,Roland Garros,Clay,128,G,20230529,137,105870,,LL,Yannick Hanfmann,R,193,GER,31.5,106329,,,Thiago Monteiro,L,183,BRA,28.9,6-3 7-5 6-7(6) 6-7(2) 6-4,5,R128,296,13,4,184,124,89,29,27,8,11,10,4,166,82,59,44,27,3,9,65,791,98,652
2023-520,Roland Garros,Clay,128,G,20230529,138,126239,,,Arthur Rinderknech,R,196,FRA,27.8,104755,,,Richard Gasquet,R,183,FRA,36.9,6-4 2-6 6-2 7-6(4),5,R128,189,11,10,111,56,40,21,18,6,13,3,4,103,49,34,21,17,2,10,78,735,52,901
2023-520,Roland Garros,Clay,128,G,20230529,139,126203,9,,Taylor Fritz,R,196,USA,25.5,111581,,,Michael Mmoh,R,188,USA,25.3,6-2 6-1 6-1,5,R128,92,14,2,57,47,41,3,11,0,0,2,6,78,48,26,5,11,9,16,8,3470,123,517
2023-520,Roland Garros,Clay,128,G,20230529,140,126205,16,,Tommy Paul,R,185,USA,26,208502,,LL,Dominic Stricker,L,183,SUI,20.7,6-3 6-2 6-4,5,R128,110,1,2,96,65,47,18,14,6,7,2,6,77,44,29,15,13,6,11,17,2170,116,541
2023-520,Roland Garros,Clay,128,G,20230529,141,111797,,,Nicolas Jarry,R,201,CHI,27.6,106198,,,Hugo Dellien,R,180,BOL,29.9,6-4 6-4 6-2,5,R128,148,11,2,86,53,42,21,14,6,6,3,1,111,81,50,15,14,11,15,35,1112,160,375
2023-520,Roland Garros,Clay,128,G,20230529,142,106218,,,Marcos Giron,R,180,USA,29.8,209098,,Q,Hamad Medjedovic,R,188,SRB,19.8,6-0 6-2 1-6 6-0,5,R128,118,4,4,71,45,34,15,13,0,2,5,9,95,52,30,11,14,5,13,75,740,168,353
2023-520,Roland Garros,Clay,128,G,20230529,143,208103,,,Jiri Lehecka,R,185,CZE,21.5,105526,21,,Jan Lennard Struff,R,193,GER,33,7-5 1-6 6-3 3-6 6-1,5,R128,193,7,4,147,97,65,25,22,5,10,9,5,133,75,52,28,22,5,11,41,994,28,1447
2023-520,Roland Garros,Clay,128,G,20230529,144,202058,,Q,Thiago Agustin Tirante,R,185,ARG,22.1,122298,25,,Botic Van De Zandschulp,R,191,NED,27.6,6-2 4-6 6-3 6-4,5,R128,186,1,1,136,93,54,27,19,15,19,3,12,107,55,37,20,18,6,13,153,390,31,1215
2023-520,Roland Garros,Clay,128,G,20230529,145,111190,,,Zhizhen Zhang,R,193,CHN,26.6,105583,,,Dusan Lajovic,R,183,SRB,32.9,6-1 4-1 RET,5,R128,59,1,2,46,28,20,7,6,0,1,1,3,40,24,14,2,6,5,10,71,752,53,899
2023-520,Roland Garros,Clay,128,G,20230529,146,206748,,Q,Giulio Zeppieri,L,183,ITA,21.4,122330,,,Alexander Bublik,R,196,KAZ,25.9,6-0 4-6 4-6 6-3 7-5,5,R128,198,8,4,152,86,56,44,24,7,10,17,12,133,66,50,32,23,8,14,129,478,51,915
2023-520,Roland Garros,Clay,128,G,20230529,147,134770,4,,Casper Ruud,R,183,NOR,24.4,111200,,Q,Elias Ymer,R,185,SWE,27.1,6-4 6-3 6-2,5,R128,128,4,2,71,44,31,14,13,0,3,2,7,89,55,33,10,14,8,16,4,4960,155,384
2023-520,Roland Garros,Clay,128,G,20230529,148,206173,8,,Jannik Sinner,R,191,ITA,21.7,124186,,,Alexandre Muller,R,183,FRA,26.3,6-1 6-4 6-1,5,R128,106,5,2,70,40,33,18,12,2,2,3,0,70,43,22,13,12,4,10,9,3435,101,639
2023-520,Roland Garros,Clay,128,G,20230529,149,127157,,,Daniel Altmaier,R,188,GER,24.7,144817,,,Marc Andrea Huesler,L,196,SUI,26.9,6-3 6-4 6-4,5,R128,126,7,3,80,57,44,17,15,1,1,5,9,99,62,42,18,14,11,14,79,733,84,719
2023-520,Roland Garros,Clay,128,G,20230529,150,200325,,,Emil Ruusuvuori,R,188,FIN,24.1,106296,,,Gregoire Barrere,R,183,FRA,29.2,6-2 6-7(7) 5-7 6-1 6-4,5,R128,254,15,5,174,108,77,34,25,9,14,5,10,169,85,55,39,24,11,20,46,956,58,850
2023-520,Roland Garros,Clay,128,G,20230529,151,105777,28,,Grigor Dimitrov,R,191,BUL,32,207608,,Q,Timofey Skatov,R,175,KAZ,22.3,6-0 6-3 6-2,5,R128,114,10,3,85,54,42,13,12,4,5,0,3,72,55,28,4,11,3,10,29,1275,147,412
2023-520,Roland Garros,Clay,128,G,20230529,152,100644,22,,Alexander Zverev,R,198,GER,26.1,144750,,,Lloyd Harris,R,193,RSA,26.2,7-6(6) 7-6(0) 6-1,5,R128,164,10,7,117,81,59,20,16,7,8,7,1,106,71,50,13,15,2,5,27,1450,294,177
2023-520,Roland Garros,Clay,128,G,20230529,153,144684,,,Alex Molcan,L,178,SVK,25.4,200384,,WC,Hugo Gaston,L,173,FRA,22.6,6-1 7-6(4) 6-4,5,R128,143,6,2,104,72,45,18,15,3,7,4,5,105,61,34,15,14,11,18,86,705,109,580
2023-520,Roland Garros,Clay,128,G,20230529,154,106234,,Q,Aslan Karatsev,R,185,RUS,29.7,200615,,,Alexei Popyrin,R,196,AUS,23.8,6-3 6-7(4) 6-1 6-2,5,R128,178,7,4,113,70,55,26,19,4,5,9,6,121,75,53,17,17,11,17,62,818,85,707
